User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
FMC Corporation,@FMCCorp,2018-12-03T17:15:15.000Z,"FMC Corporation
@FMCCorp
·
Dec 3, 2018All #FMCInvestorDay18 materials are now available on https://buff.ly/2rFYfMo",,,,neutral
Briefing.com,@Briefingcom,2018-12-03T14:05:12.000Z,"Briefing.com
@Briefingcom
·
Dec 3, 2018$FMC: FMC Corp to outline five-year strategic plan at investor day; Board increases dividend to $0.40/share from... http://bit.ly/2Q948AB
1",,1.0,,positive
Sarah Daily,@SarahDaily2,2018-11-28T20:00:45.000Z,"Sarah Daily
@SarahDaily2
·
Nov 28, 2018“Momma said alligators are ornery because they got all them teeth and no tooth brush...” #Agriculture #RisingStars #ARA2018 #SouthFlorida #Alligator  
@FMCCorp
1
18",1.0,,18.0,neutral
FMC Corporation,@FMCCorp,2018-11-28T16:07:05.000Z,"FMC Corporation
@FMCCorp
·
Nov 28, 2018Looks like the FMC Italy team shined in their Interpom debut #interpom2018 
 https://buff.ly/2AtSk1o
1
1",1.0,,1.0,neutral
FMC Corporation,@FMCCorp,2018-11-28T15:00:13.000Z,"FMC Corporation
@FMCCorp
·
Nov 28, 2018#CropTec18 is kicking off today! Don't forget to stop by stand 1 to meet the FMC Agro team.
Chris Bond
@CJBond21
·
Nov 28, 2018
FMC Agro Ltd All set up and ready to go #CropTec18. Come and meet the team at stand 1.20 For All Your Crop Protection and Crop Nutrition Needs.
Show this thread
2
11",,2.0,11.0,neutral
CropTecShow,@CropTecShow,2018-11-28T14:10:31.000Z,"CropTecShow
@CropTecShow
·
Nov 28, 2018.
@FMCCorp
 stand looking smart as always! Pop over to see them today and tomorrow at #CropTec18!
6",,,6.0,neutral
FMC Corporation,@FMCCorp,2018-11-28T13:40:20.000Z,"FMC Corporation
@FMCCorp
·
Nov 28, 2018#AgPolicyForum 18 was a success, thanks 
@Indiana_Soy
 for having us. 
For more information on FMC's Freedom Pass Program, please go to: 
https://buff.ly/2PYV2q8
Indiana Soy Farmers
@Indiana_Soy
·
Nov 27, 2018
Jennifer Maruszewski with @FMCCorp discusses the new Freedom Pass program. Thank you @FMCCorp for being today’s key sponsor. #AgPolicyForum18
1
3",,1.0,3.0,neutral
Christina Coen,@christinacoen4,2018-11-28T11:28:54.000Z,"Christina Coen
@christinacoen4
·
Nov 28, 2018Replying to 
@SarahDaily2
 @FMCCorp
 and 
@mizzouguy
So fun! From gator hunting to trade show mode! 
2",,,2.0,neutral
Chris Bond,@CJBond21,2018-11-28T09:28:19.000Z,"Chris Bond
@CJBond21
·
Nov 28, 2018@FMCCorp",,,,neutral
Chemical Outlook,@chemoutlook,2018-11-28T09:11:34.000Z,"Chemical Outlook
@chemoutlook
·
Nov 28, 2018FMC Corp (FMC) Insider Nicholas Pfeiffer Sells 375 Shares of Stock http://chemicaloutlook.com/fmc-corp-fmc-insider-nicholas-pfeiffer-sells-375-shares-of-stock/…",,,,neutral
mlourdes,@mlourdesfustai1,2018-11-27T23:00:38.000Z,"mlourdes
@mlourdesfustai1
·
Nov 28, 2018Replying to 
@FMCCorp
Great !",,,,neutral
FMC Corporation,@FMCCorp,2018-11-27T21:00:28.000Z,"FMC Corporation
@FMCCorp
·
Nov 27, 2018For #GivingTuesday, consider making the gift of a scholarship with our partners 
@NationalFFA
.
Nat'l FFA Foundation
@FFAfoundation
·
Nov 27, 2018
Help us grow leaders, build communities and strengthen agriculture with a gift to FFA on this #GivingTuesday! 

Your gift has REAL IMPACT. Last year, $2.7 million was awarded in the form of 1,888 scholarships. 

Join the movement on #GivingTuesday! 

http://donate.ffa.org
2",,,2.0,positive
FMC Corporation,@FMCCorp,2018-11-27T09:00:26.000Z,"FMC Corporation
@FMCCorp
·
Nov 27, 2018CropLife Asia recently announced that Bethwyn Todd, FMC Asia Pacific President, will head up it's new Board of Directors line-up. Read the full release at: 
https://buff.ly/2SfLL9W
1
4
6",1.0,4.0,6.0,neutral
AgCareers.com,@AgCareers,2018-11-26T21:36:54.000Z,"AgCareers.com
@AgCareers
·
Nov 26, 2018Join 
@FMCCorp
 next summer in the Prairies region of CANADA as #FieldSales #SummerIntern.  Provide sales, service and research support to region. Apply now: https://agcareers.com/fmc-corporation/field-sales-summer-intern-job-701934.cfm…",,,,neutral
FMC Corporation,@FMCCorp,2018-11-26T21:00:09.000Z,"FMC Corporation
@FMCCorp
·
Nov 26, 2018Congratulations to 
@BethwynTodd
, FMC Asia Pacific President, who will head CropLife Asia's new board as President.
CropLife Asia
@CropLifeAsia
·
Nov 19, 2018
CropLife Asia Announces New Board of Directors-PR Newswire Asia https://en.prnasia.com/releases/apac/croplife-asia-announces-new-board-of-directors-229728.shtml…
#agriculture #plantscience
1
7
17",1.0,7.0,17.0,neutral
FMC Corporation,@FMCCorp,2018-11-26T16:19:00.000Z,"FMC Corporation
@FMCCorp
·
Nov 26, 2018Learn the benefits of digital Ag tools with 
@WCdst
.
CHS Agronomy
@CHSAgronomy
·
Nov 24, 2018
4 Benefits of Digital Agriculture Tools

Retailers and growers are utilizing digital agriculture tools as part of their precision agriculture strategies to enhance the farming process:
https://bit.ly/2xACClf via In The Furrow Blog

#Agriculture
#PrecisionAg",,,,neutral
People Exclusive,@PeoplExclusive,2018-11-26T14:09:32.000Z,"People Exclusive
@PeoplExclusive
·
Nov 26, 2018Global Chitosan Derivatives Market Research Analysis 2018 – Kitozyme, BIO21, FMC Corp and Kunpoong Bio https://peopleexclusive.com/global-chitosan-derivatives-market-research-analysis-2018-to-2023/…",,,,neutral
Saurin,@Saurin2344,2018-11-26T11:31:02.000Z,"Saurin
@Saurin2344
·
Nov 26, 2018We listen to our customers 
@FMCCorp
 rice farmers in Malaysia or retailers in Philippine, Vietnam #farmersfirst #cocreation  
@AliSufi72285286
 @DKpande24595544
 @rajukap
2
4
6",2.0,4.0,6.0,neutral
CropLifeIndia,@CropLifeIndia,2018-11-26T07:47:59.000Z,"CropLifeIndia
@CropLifeIndia
·
Nov 26, 2018Dr. Sushil Desai, 
@CropLifeIndia
 spoke on #Safe and #Responsible Use of #Pesticides at 
@AgrovisionIndia
 2018 
@Bayer4Crops
 @BASFAgro
 @FMCCorp
 @corteva
 @DowDuPontCo 
@CropLifeIntl
 @CropLifeAsia
CropLifeIndia
2
5",,2.0,5.0,neutral
Transcript Daily,@TranscriptDaily,2018-11-24T15:39:24.000Z,"Transcript Daily
@TranscriptDaily
·
Nov 24, 2018Analysts Expect FMC Corp $FMC Will Announce Earnings of $1.41 Per Share http://zpr.io/6dey3",,,,neutral
CropLifeIndia,@CropLifeIndia,2018-11-24T11:15:57.000Z,"CropLifeIndia
@CropLifeIndia
·
Nov 24, 2018Symbol of #happy and #prosperous #family, Safe Use of #pesticides Message from 
@FMCCorp
 at 
@AgrovisionIndia
 2018 along with 
@CropLifeIndia",,,,neutral
Chad E. Colby,@TheChadColby,2018-11-24T02:27:32.000Z,"Chad E. Colby
@TheChadColby
·
Nov 24, 2018Weather is shutting down fall #fieldwork #harvest18 Consider attending the #FPTechForum next Tues & Wed http://farmprogresstechforum.com Sponsors include  
@JohnDeere
 @climatecorp 
@FMCCorp
 @arysta
 @FMHins
 @sentera_uas
  @csdigest
 @agbizweek
 @FarmIndustryNew
 @Prairie_Farmer
 @maxarmstrong
9",,,9.0,neutral
FMC Corporation,@FMCCorp,2018-11-23T17:00:35.000Z,"FMC Corporation
@FMCCorp
·
Nov 23, 2018Want to work for FMC? We're looking for an IT Corporate Services Systems Applications Analyst at Philadelphia, ...
social.icims.com
in
1
2",,1.0,2.0,neutral
CropLifeIndia,@CropLifeIndia,2018-11-23T12:11:45.000Z,"CropLifeIndia
@CropLifeIndia
·
Nov 23, 2018Welcome to 
@AgrovisionIndia
 2018 
@CropLifeIndia
 advocates Safe and Responsible Use of #pesticides along with 
@CropLifeIntl
 @CropLifeAsia
 @Bayer4Crops
 @FMCCorp
 @BASFAgro
 @corteva
 @rallisindia
CropLifeIndia
3
9",,3.0,9.0,neutral
FMC Agro,@FMCAgro,2018-11-21T08:39:44.000Z,"FMC Agro
@FMCAgro
·
Nov 21, 2018@FMCCorp
 a été récompensée lors des #AgrowAwards18 pour la qualité de son pipeline en R&D et pour sa technologie 3RIVE 3D® 
Félicitations à tous nos collaborateurs pour ces deux très belles récompenses 

#TeamFMCAgro
FMC Corporation
@FMCCorp
·
Nov 20, 2018
FMC Corporation Earns Top Honors at #AgrowAwards18; Recognition include Best R&D Pipeline and Best Application Technology. 
Read the full Press Release at: https://buff.ly/2A7P6k0
1
4",,1.0,4.0,positive
FMC Corporation,@FMCCorp,2018-11-20T22:00:27.000Z,"FMC Corporation
@FMCCorp
·
Nov 20, 2018FMC Corporation Earns Top Honors at #AgrowAwards18; Recognition include Best R&D Pipeline and Best Application Technology. 
Read the full Press Release at: https://buff.ly/2A7P6k0
11
19",,11.0,19.0,neutral
FMC Corporation,@FMCCorp,2018-11-20T15:26:01.000Z,"FMC Corporation
@FMCCorp
·
Nov 20, 2018Keep these in mind during your #Thanksgiving travels!
PA Department of Transportation
@PennDOTNews
·
Nov 19, 2018
PennDOT wants to help make your #Thanksgiving travel on state roadways as painless as possible. Check out our http://511pa.com  website to plan your travel. Also, remember to never drive impaired & don’t drive distracted. Learn more: https://goo.gl/2tnrei  #PASafeHoliday
4",,,4.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-20T09:59:49.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 20, 2018$1.41 Earnings Per Share Expected for FMC Corp $FMC This Quarter  http://theenterpriseleader.com/?p=1683445",,,,neutral
Jahnavi,@AarkJahnavi,2018-11-20T09:03:24.000Z,"Jahnavi
@AarkJahnavi
·
Nov 20, 2018Global #FoodColor #Market will reach USD 2.2B in 2022. Know more at - https://aarkstore.com/food-beverages/839147/global-food-color-market-research-report-forecast-to-2022…
@aarkstore
 @Chr_Hansen
 @FMCCorp
 @DoehlerGroup
 @ColorKitchen
#foodcoloring #FoodColour #ediblecolor #FoodDye #NaturalFoodColors #Food #AarkstoreMarketResearch #ResearchReports
3
4",,3.0,4.0,neutral
StocksPredictor,@StocksPredictr,2018-11-20T05:30:03.000Z,"StocksPredictor
@StocksPredictr
·
Nov 20, 2018OppenheimerFunds Inc. Raises Position in FMC Corp (NYSE:FMC) https://dispatchtribunal.com/2018/03/14/oppenheimerfunds-inc-purchases-3727-shares-of-fmc-corp-fmc.html… $FMC #stocks #stockmarket",,,,neutral
FMC Corporation,@FMCCorp,2018-11-19T16:09:04.000Z,"FMC Corporation
@FMCCorp
·
Nov 19, 2018Protect Against Disease & Insects with Seed Treatments:
https://buff.ly/2BgL22H via 
@WCdst
1",,,1.0,neutral
Community Financial,@CFinancialNews,2018-11-19T08:01:12.000Z,"Community Financial
@CFinancialNews
·
Nov 19, 2018Brokerages Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.17 Billion http://americanbankingnews.com/?p=8663158 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-19T08:01:11.000Z,"US Banking News
@AmericanBanking
·
Nov 19, 2018Brokerages Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.17 Billion http://americanbankingnews.com/?p=8663158 #stocks",,,,neutral
The Lincolnian,@ThisLincolnian,2018-11-19T07:57:32.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 19, 2018$1.17 Billion in Sales Expected for FMC Corp $FMC This Quarter http://thelincolnianonline.com/?p=2500429",,,,neutral
Food Anaimal Feed Industry Trends,@GlobFoodTrends,2018-11-19T07:12:57.000Z,"Food Anaimal Feed Industry Trends
@GlobFoodTrends
·
Nov 19, 2018#Food #Colorants Market Worth Over USD 4.7 Billion by 2024. Top Players - 
@BASF
 @Cargill
  @ADMupdates
 @FMCCorp
 @DoehlerGroup
 @Chr_Hansen
 @naturexgroup
 @Lycored
 @DowDuPontCo 
To Know More Information about Food Colorants and Latest Industry Insights @
openpr.com
BASF, Cargill, Archer Daniels Midland Company Profiled in Food Colorant Market Forecast 2018-2024...
Food Colorants Market Worth Over USD 4 7 Billion by 2024 Synthetic colors dominated the volume share in 2017 Factors such as low price trend stability extended shelf life and availability in bulk...
1
1",,1.0,1.0,neutral
LinkeWire News,@linkewire,2018-11-19T04:39:12.000Z,"LinkeWire News
@linkewire
·
Nov 19, 2018Natural Flavor & Fragrance Market 2018-2025 Latest Trends and Future Scope with Top Key Players- Chr. Hansen, D.D. Williamson, Firmenich S.A., Givaudan S.A., Royal DSM N.V., FMC Corp., Sethness Products http://linkewire.com/2018/11/19/natural-flavor-fragrance-market-2018-2025-latest-trends-and-future-scope-with-top-key-players-chr-hansen-d-d-williamson-firmenich-s-a-givaudan-s-a-royal-dsm-n-v-fmc-corp-sethness-produc/…",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-19T04:27:05.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 19, 2018FMC Corp $FMC Given Average Recommendation of “Buy” by Brokerages  http://theenterpriseleader.com/?p=1559745",,,,positive
PFD Bot,@pfdbot,2018-11-18T23:00:24.000Z,"PFD Bot
@pfdbot
·
Nov 19, 2018Alaskans own 6,856 shares of FMC CORP, worth $477,109. It's from the CHEMICAL sector, based in UNITED STATES.",,,,neutral
MidEast Times,@midetimes,2018-11-18T08:00:06.000Z,"MidEast Times
@midetimes
·
Nov 18, 2018FMC Corp $FMC to Post FY2018 Earnings of $6.01 Per Share, Seaport Global Securities Forecasts http://dailypolitical.com/?p=2518398 #stocks",,,,neutral
Daily Political,@dailypoliticaln,2018-11-18T08:00:03.000Z,"Daily Political
@dailypoliticaln
·
Nov 18, 2018FMC Corp $FMC to Post FY2018 Earnings of $6.01 Per Share, Seaport Global Securities Forecasts http://dailypolitical.com/?p=2518398",,,,neutral
Maria Setten Fustaino,@MariaSetten,2018-11-18T07:00:50.000Z,"Maria Setten Fustaino
@MariaSetten
·
Nov 18, 2018Replying to 
@FMCCorp
FMC always innovating .",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-18T01:16:22.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 18, 2018FMC Corp $FMC Expected to Post Earnings of $0.92 Per Share  http://theenterpriseleader.com/?p=1551682",,,,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-11-17T19:21:27.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Nov 17, 2018Institutional Investors Are Crazy  About FMC Corp $FMC - https://mmahotstuff.com/2018/11/17/institutional-investors-are-crazy-about-fmc-corp-nysefmc.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-11-17T19:20:57.000Z,"WhatsOnThorold
@whatsonthorold2
·
Nov 17, 2018FMC Corp $FMC Institutional Investor Positioning Change - https://whatsonthorold.com/2018/11/17/fmc-corp-nysefmc-institutional-investor-positioning-change/…",,,,neutral
The Casual Smart,@The_CasualSmart,2018-11-17T19:20:30.000Z,"The Casual Smart
@The_CasualSmart
·
Nov 17, 2018Institutional Investors  Love FMC Corp $FMC https://cardinalweekly.com/institutional-investors-love-fmc-corp-nysefmc/…",,,,neutral
REurope,@reurope_stock,2018-11-17T19:19:37.000Z,"REurope
@reurope_stock
·
Nov 17, 2018FMC Corp  2018 Q2 Institutional Investor Sentiment  Better Than Expected http://reurope.com/2018/11/17/fmc-corp-2018-q2-institutional-investor-sentiment-better-than-expected/…",,,,positive
The Markets Daily,@TheMarketsDaily,2018-11-17T14:43:34.000Z,"The Markets Daily
@TheMarketsDaily
·
Nov 17, 2018FMC Corp $FMC Expected to Post Earnings of $1.41 Per Share http://zpr.io/6JCEU",,,,neutral
Community Financial,@CFinancialNews,2018-11-17T14:41:05.000Z,"Community Financial
@CFinancialNews
·
Nov 17, 2018Zacks: Brokerages Anticipate FMC Corp $FMC Will Announce Earnings of $1.41 Per Share http://americanbankingnews.com/?p=8648625 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-17T14:41:05.000Z,"US Banking News
@AmericanBanking
·
Nov 17, 2018Zacks: Brokerages Anticipate FMC Corp $FMC Will Announce Earnings of $1.41 Per Share http://americanbankingnews.com/?p=8648625 #stocks",,,,neutral
The Lincolnian,@ThisLincolnian,2018-11-17T08:35:49.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 17, 2018Q4 2018 EPS Estimates for FMC Corp Lowered by Seaport Global Securities $FMC http://thelincolnianonline.com/?p=2495563",,,,neutral
Community Financial,@CFinancialNews,2018-11-16T22:44:39.000Z,"Community Financial
@CFinancialNews
·
Nov 16, 2018FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://americanbankingnews.com/?p=8642605 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-16T22:44:38.000Z,"US Banking News
@AmericanBanking
·
Nov 16, 2018FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://americanbankingnews.com/?p=8642605 #stocks",,,,neutral
Ticker Report,@TickerReport,2018-11-16T22:44:10.000Z,"Ticker Report
@TickerReport
·
Nov 16, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Brokerages http://tickerreport.com/?p=3946320",,,,positive
Watchlist News,@WatchlistN,2018-11-16T22:44:05.000Z,"Watchlist News
@WatchlistN
·
Nov 16, 2018FMC Corp $FMC Receives Average Rating of “Buy” from Analysts http://zpr.io/6J95m",,,,positive
Bull Street,@bullstreetco,2018-11-16T17:42:30.000Z,"Bull Street
@bullstreetco
·
Nov 16, 2018FMC Corp. 'overly punished' even after transformation, Fermium analyst says",,,,neutral
FMC Corporation,@FMCCorp,2018-11-16T17:00:37.000Z,"FMC Corporation
@FMCCorp
·
Nov 16, 2018Want to work for FMC? We're looking for a Packer at Middleport, NY #Job #Career
social.icims.com
in
1",,,1.0,neutral
FMC Corporation,@FMCCorp,2018-11-16T15:35:03.000Z,"FMC Corporation
@FMCCorp
·
Nov 16, 2018FMC Introduces Ethos 3D®  via 
@AgWired
. FMC’s Bob Hooten said farmers are beginning to view crop protection products as a program and not just an application, and that’s important! Listen to the full interview here. 
https://buff.ly/2Tj54QQ
1
4",,1.0,4.0,neutral
Community Financial,@CFinancialNews,2018-11-16T13:01:09.000Z,"Community Financial
@CFinancialNews
·
Nov 16, 2018Research Analysts Issue Forecasts for FMC Corp’s FY2018 Earnings $FMC http://americanbankingnews.com/?p=8634851 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-16T13:01:08.000Z,"US Banking News
@AmericanBanking
·
Nov 16, 2018Research Analysts Issue Forecasts for FMC Corp’s FY2018 Earnings $FMC http://americanbankingnews.com/?p=8634851 #stocks",,,,neutral
"Karan Kumar, MD",@karanlarai,2018-11-16T08:44:13.000Z,"Karan Kumar, MD
@karanlarai
·
Nov 16, 2018I have a complaint 
@FMCCorp",,,,negative
Watchlist News,@WatchlistN,2018-11-16T07:40:26.000Z,"Watchlist News
@WatchlistN
·
Nov 16, 2018FMC Corp Forecasted to Post Q4 2018 Earnings of $1.41 Per Share $FMC http://zpr.io/6JMCz",,,,neutral
Ticker Report,@TickerReport,2018-11-16T07:40:12.000Z,"Ticker Report
@TickerReport
·
Nov 16, 2018FMC Corp Forecasted to Post Q4 2018 Earnings of $1.41 Per Share $FMC http://tickerreport.com/?p=3943895",,,,neutral
MarketBeat,@MarketBeatCom,2018-11-16T07:38:48.000Z,"MarketBeat
@MarketBeatCom
·
Nov 16, 2018Q4 2018 Earnings Estimate for FMC Corp Issued By Seaport Global Securities $FMC http://zpr.io/6JMF9",,,,neutral
The Lincolnian,@ThisLincolnian,2018-11-16T07:20:50.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 16, 2018FY2018 EPS Estimates for FMC Corp $FMC Cut by SunTrust Banks http://thelincolnianonline.com/?p=2492237",,,,negative
Enterprise Leader,@EnterpriseLeade,2018-11-15T13:02:04.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 15, 2018Financial Architects Inc Has $106,000 Position in FMC Corp $FMC  http://theenterpriseleader.com/?p=1581633",,,,neutral
The Lincolnian,@ThisLincolnian,2018-11-15T12:18:15.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 15, 2018SunTrust Banks Analysts Reduce Earnings Estimates for FMC Corp $FMC http://thelincolnianonline.com/?p=2489666",,,,negative
Community Financial,@CFinancialNews,2018-11-15T12:16:07.000Z,"Community Financial
@CFinancialNews
·
Nov 15, 2018SunTrust Banks Analysts Reduce Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8621295 #markets",,,,negative
US Banking News,@AmericanBanking,2018-11-15T12:16:07.000Z,"US Banking News
@AmericanBanking
·
Nov 15, 2018SunTrust Banks Analysts Reduce Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8621295 #stocks",,,,negative
Community Financial,@CFinancialNews,2018-11-15T12:16:03.000Z,"Community Financial
@CFinancialNews
·
Nov 15, 2018Q4 2018 EPS Estimates for FMC Corp Cut by Seaport Global Securities $FMC http://americanbankingnews.com/?p=8621300 #markets",,,,negative
US Banking News,@AmericanBanking,2018-11-15T12:16:03.000Z,"US Banking News
@AmericanBanking
·
Nov 15, 2018Q4 2018 EPS Estimates for FMC Corp Cut by Seaport Global Securities $FMC http://americanbankingnews.com/?p=8621300 #stocks",,,,negative
Enterprise Leader,@EnterpriseLeade,2018-11-15T06:41:10.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 15, 2018SunTrust Banks Analysts Cut Earnings Estimates for FMC Corp $FMC  http://theenterpriseleader.com/?p=1662292",,,,negative
Food Anaimal Feed Industry Trends,@GlobFoodTrends,2018-11-15T06:35:17.000Z,"Food Anaimal Feed Industry Trends
@GlobFoodTrends
·
Nov 15, 2018#EyeHealth Ingredients Market Worth Over USD 290 million by 2024; Top Players - 
@Cargill
  @DSM
 @BASF
 @KeminInd
 @FMCCorp
 @ADMupdates
To Know More Information about Eye Health Ingredients and Latest Industry Insights @ https://bit.ly/2Pw5yVs",,,,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-11-15T00:48:10.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Nov 15, 2018FMC Corp $FMC Sees Coverage Initiated By Buckingham Research with a $106.0 Price - https://mmahotstuff.com/2018/11/15/fmc-corp-fmc-sees-coverage-initiated-by-buckingham-research-with-a-106-0-price.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-11-15T00:47:36.000Z,"WhatsOnThorold
@whatsonthorold2
·
Nov 15, 2018Does FMC Corp $FMC Look Attractive Now? Buckingham Research Initiates Coverage - https://whatsonthorold.com/2018/11/15/does-fmc-corp-fmc-look-attractive-now-buckingham-research-initiates-coverage/…",,,,neutral
The Casual Smart,@The_CasualSmart,2018-11-15T00:47:03.000Z,"The Casual Smart
@The_CasualSmart
·
Nov 15, 2018FMC Corp $FMC Moves On Buckingham Research Initiation. How Much Are Shares Worth? https://cardinalweekly.com/fmc-corp-fmc-moves-on-buckingham-research-initiation-how-much-are-shares-worth/…",,,,neutral
REurope,@reurope_stock,2018-11-15T00:46:04.000Z,"REurope
@reurope_stock
·
Nov 15, 2018New ""Buy"" Rating Was Given to FMC Corp $FMC http://reurope.com/2018/11/15/new-buy-rating-was-given-to-fmc-corp-fmc/…",,,,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-11-14T21:11:07.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Nov 14, 2018Is FMC Corp $FMC a Sell? What does Buckingham Research Think? - https://mmahotstuff.com/2018/11/14/is-fmc-corp-nysefmc-a-sell-what-does-buckingham-research-think.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-11-14T21:10:12.000Z,"WhatsOnThorold
@whatsonthorold2
·
Nov 14, 2018Buckingham Research Now Covering FMC Corp $FMC With $106 Target - https://whatsonthorold.com/2018/11/14/buckingham-research-now-covering-fmc-corp-nysefmc-with-106-target/…",,,,neutral
The Casual Smart,@The_CasualSmart,2018-11-14T21:09:29.000Z,"The Casual Smart
@The_CasualSmart
·
Nov 14, 2018How Will FMC Corp $FMC Stock React To New Rating Coverage byBuckingham Research? https://cardinalweekly.com/how-will-fmc-corp-nysefmc-stock-react-to-new-rating-coverage-bybuckingham-research/…",,,,neutral
REurope,@reurope_stock,2018-11-14T21:08:05.000Z,"REurope
@reurope_stock
·
Nov 14, 2018Is Buckingham Research Positive On Shares of FMC Corp $FMC? http://reurope.com/2018/11/14/is-buckingham-research-positive-on-shares-of-fmc-corp-nysefmc/…",,,,neutral
FMC Corporation,@FMCCorp,2018-11-14T20:50:02.000Z,"FMC Corporation
@FMCCorp
·
Nov 14, 2018Nick Hustedde, FMC technical service manager talks about what delayed harvest and disease issues in soybeans means for growers. #agnews 
@brownfield
 
Listen to the full interview here: https://buff.ly/2B4aZC9
4",,,4.0,neutral
FirstToMarkets,@firsttomarkets,2018-11-14T16:15:10.000Z,"FirstToMarkets
@firsttomarkets
·
Nov 14, 2018FMC Corp  Initiated Coverage by Buckingham Research Group (Ranked 5th) to Buy with $106PT $FMC #FMC http://firsttomarkets.com/FTMMobile/#/stock/199…",,,,positive
TurtleTalk,@ILPCTurtleTalk,2018-11-14T14:53:31.000Z,"TurtleTalk
@ILPCTurtleTalk
·
Nov 14, 2018Ninth Circuit Briefs in FMC Corp. v. Shoshone-Bannock Tribes https://turtletalk.wordpress.com/2018/11/14/ninth-circuit-briefs-in-fmc-corp-v-shoshone-bannock-tribes/…
3
2",,3.0,2.0,neutral
CHS Agronomy,@CHSAgronomy,2018-11-14T14:00:06.000Z,"CHS Agronomy
@CHSAgronomy
·
Nov 14, 2018@FMCCorp
 Flexes Its Market Muscle Post DuPont Asset Acquisition
by @SonjaBegemann 

FMC closed on a large number of DuPont assets, thereby rocketing itself to become the fifth-largest global chemical company.:
https://bit.ly/2POkKwA via 
@AgWebEditor
 

#Agriculture
3
5",,3.0,5.0,positive
SIAnalystWire,@AnalystWire,2018-11-14T13:03:43.000Z,"SIAnalystWire
@AnalystWire
·
Nov 14, 2018Buckingham Research Starts FMC Corp. $FMC at Buy
streetinsider.com
Buckingham Research Starts FMC Corp. (FMC) at Buy
Buckingham Research analyst Dmitry Silversteyn initiates coverage on FMC Corp. (NYSE: FMC) with a Buy rating and a price target of $106.00.For an analyst ratings summary...
1
2",,1.0,2.0,neutral
Community Financial,@CFinancialNews,2018-11-14T12:45:33.000Z,"Community Financial
@CFinancialNews
·
Nov 14, 2018FY2018 EPS Estimates for FMC Corp $FMC Cut by SunTrust Banks http://americanbankingnews.com/?p=8607622 #markets",,,,negative
US Banking News,@AmericanBanking,2018-11-14T12:45:31.000Z,"US Banking News
@AmericanBanking
·
Nov 14, 2018FY2018 EPS Estimates for FMC Corp $FMC Cut by SunTrust Banks http://americanbankingnews.com/?p=8607622 #stocks",,,,negative
O-I: Glass Is Life,@GlassIsLife,2018-11-14T12:17:47.000Z,"O-I: Glass Is Life
@GlassIsLife
·
Nov 14, 2018O-I at the GPI meeting in California joining key suppliers and other glass manufacturers discussing the opportunities and challenges of the glass industry #glassislife 
@ChooseGlass
 @OISCR
@OI_SGA 
@StratMaterials
@FMCCorp
Strategic Materials
@StratMaterials
·
Nov 13, 2018
Proud to participate in ""A Conversation with Industry Leaders"" at @ChooseGlass / Glass Packaging Institute's Annual Meeting.  Our CEO & President Denis Suggs held discussion along with @gallocareers @FMCCorp @OISCR @GlassIsLife. 
#chooseglass #glassrecycling  @GlassRecycles
2",,,2.0,neutral
The Markets Daily,@TheMarketsDaily,2018-11-14T10:20:37.000Z,"The Markets Daily
@TheMarketsDaily
·
Nov 14, 2018Analysts Issue Forecasts for FMC Corp’s FY2019 Earnings $FMC http://zpr.io/6iW5g",,,,neutral
